2024-05-06 18:09:42 CPU Usage: 20.6% | Memory Usage: 22.79% | I/O Usage (read write): 3.38 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O      PIDS
80cf21d912f2   notificationservice   0.17%     11.21MiB / 1GiB       1.09%     5.88MB / 1.19MB   0B / 0B         6
9bc901cb6181   userservice           0.16%     1.471GiB / 2GiB       73.53%    88.6kB / 83.2kB   0B / 3.48MB     40
4b76beba0bca   logstash              0.47%     542.3MiB / 31.34GiB   1.69%     11.5kB / 2.6kB    0B / 1.64MB     41
9d48986e2e38   kibana                2.98%     479.2MiB / 1GiB       46.79%    3.19MB / 10MB     0B / 8.19kB     12
169fc0d27e17   monitor               0.28%     621.3MiB / 2GiB       30.34%    7.49MB / 338kB    0B / 3.4MB      18
8e05f3f7005f   elasticsearch         0.52%     1.427GiB / 2GiB       71.35%    9.99MB / 3.09MB   0B / 7.49MB     88
8c8b2a42cbcb   mongo                 10.55%    67.22MiB / 1GiB       6.56%     41MB / 4.36GB     41kB / 50.5MB   23
7cac5634af4e   rabbitmq              3.19%     101.2MiB / 512MiB     19.77%    35.9MB / 33.9MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.52%     845.6MiB / 1GiB       82.58%    261kB / 227kB     0B / 1.61MB     63 | Load Average:  2.76, 3.11, 2.62 | Process Count: 310 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.553/1.813/1.985/0.154 Avg:ms Max:
2024-05-06 18:23:24 CPU Usage: 68.6% | Memory Usage: 24.40% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.86%     220.3MiB / 1GiB       21.52%    36.5MB / 45.3MB   0B / 3.76MB     39
893a597ee7e4   tripmanagementquery   1.52%     266.2MiB / 1GiB       25.99%    16.9MB / 6.47MB   0B / 4.19MB     59
a590ec851b1e   calculationservice    0.59%     7.422MiB / 1GiB       0.72%     17.5MB / 22.6MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     66.90%    323.5MiB / 1GiB       31.59%    4.48GB / 54.1MB   0B / 55.6MB     53
542de0862de7   gmapsadapter          0.33%     70.33MiB / 1GiB       6.87%     13.7MB / 9.23MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.15%     11.21MiB / 1GiB       1.09%     5.9MB / 1.2MB     0B / 0B         6
9bc901cb6181   userservice           0.24%     1.471GiB / 2GiB       73.53%    88.6kB / 83.2kB   0B / 3.49MB     40
4b76beba0bca   logstash              0.95%     543.7MiB / 31.34GiB   1.69%     11.5kB / 2.6kB    0B / 1.66MB     41
9d48986e2e38   kibana                3.12%     479.2MiB / 1GiB       46.79%    3.2MB / 10.1MB    0B / 8.19kB     12
169fc0d27e17   monitor               3.15%     622.1MiB / 2GiB       30.37%    7.55MB / 342kB    0B / 3.42MB     18
8e05f3f7005f   elasticsearch         1.26%     1.427GiB / 2GiB       71.35%    10.1MB / 3.1MB    0B / 7.54MB     88
8c8b2a42cbcb   mongo                 11.17%    67.59MiB / 1GiB       6.60%     41.5MB / 4.47GB   41kB / 50.8MB   23
7cac5634af4e   rabbitmq              1.75%     101.4MiB / 512MiB     19.80%    36MB / 34MB       0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.49%     845.6MiB / 1GiB       82.58%    262kB / 228kB     0B / 1.61MB     63 | Load Average:  2.95, 3.14, 2.63 | Process Count: 310 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.522/2.531/5.795/1.636 Avg:ms Max:
2024-05-06 18:23:31 CPU Usage: 97.1% | Memory Usage: 24.42% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           1.95%     220.3MiB / 1GiB       21.52%    36.5MB / 45.4MB   0B / 3.8MB      39
893a597ee7e4   tripmanagementquery   1.72%     266.2MiB / 1GiB       25.99%    16.9MB / 6.48MB   0B / 4.23MB     59
a590ec851b1e   calculationservice    0.53%     7.426MiB / 1GiB       0.73%     17.6MB / 22.6MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     69.31%    324.1MiB / 1GiB       31.65%    4.59GB / 54.6MB   0B / 55.6MB     53
542de0862de7   gmapsadapter          0.33%     70.34MiB / 1GiB       6.87%     13.7MB / 9.25MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.15%     11.21MiB / 1GiB       1.09%     5.91MB / 1.2MB    0B / 0B         6
9bc901cb6181   userservice           0.10%     1.471GiB / 2GiB       73.53%    88.6kB / 83.2kB   0B / 3.51MB     40
4b76beba0bca   logstash              1.43%     544.7MiB / 31.34GiB   1.70%     11.5kB / 2.6kB    0B / 1.66MB     41
9d48986e2e38   kibana                3.09%     479.2MiB / 1GiB       46.79%    3.2MB / 10.1MB    0B / 8.19kB     12
169fc0d27e17   monitor               0.37%     622.5MiB / 2GiB       30.40%    7.62MB / 346kB    0B / 3.42MB     18
8e05f3f7005f   elasticsearch         0.83%     1.427GiB / 2GiB       71.35%    10.1MB / 3.11MB   0B / 7.55MB     88
8c8b2a42cbcb   mongo                 11.02%    67.61MiB / 1GiB       6.60%     41.9MB / 4.59GB   41kB / 51.3MB   23
7cac5634af4e   rabbitmq              3.59%     101.1MiB / 512MiB     19.74%    36.1MB / 34.1MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      1.45%     845.7MiB / 1GiB       82.58%    264kB / 229kB     0B / 1.63MB     63 | Load Average:  2.79, 3.11, 2.62 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.555/1.651/1.715/0.061 Avg:ms Max:
2024-05-06 18:23:39 CPU Usage: 78.4% | Memory Usage: 24.45% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.97%     220.3MiB / 1GiB       21.52%    36.6MB / 45.5MB   0B / 3.81MB     39
893a597ee7e4   tripmanagementquery   1.55%     266.2MiB / 1GiB       25.99%    17MB / 6.5MB      0B / 4.24MB     59
a590ec851b1e   calculationservice    0.48%     7.426MiB / 1GiB       0.73%     17.7MB / 22.7MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     67.08%    325.3MiB / 1GiB       31.77%    4.71GB / 55.1MB   0B / 55.6MB     53
542de0862de7   gmapsadapter          0.25%     70.5MiB / 1GiB        6.89%     13.7MB / 9.28MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.13%     11.21MiB / 1GiB       1.09%     5.93MB / 1.2MB    0B / 0B         6
9bc901cb6181   userservice           0.10%     1.471GiB / 2GiB       73.53%    89.2kB / 84.1kB   0B / 3.53MB     40
4b76beba0bca   logstash              0.53%     545.9MiB / 31.34GiB   1.70%     11.5kB / 2.6kB    0B / 1.66MB     41
9d48986e2e38   kibana                3.89%     479.2MiB / 1GiB       46.79%    3.21MB / 10.2MB   0B / 8.19kB     12
169fc0d27e17   monitor               2.79%     623MiB / 2GiB         30.42%    7.68MB / 350kB    0B / 3.42MB     18
8e05f3f7005f   elasticsearch         1.04%     1.427GiB / 2GiB       71.35%    10.2MB / 3.12MB   0B / 7.55MB     88
8c8b2a42cbcb   mongo                 10.72%    67.62MiB / 1GiB       6.60%     42.3MB / 4.7GB    41kB / 51.6MB   23
7cac5634af4e   rabbitmq              1.80%     101.1MiB / 512MiB     19.74%    36.2MB / 34.2MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.42%     845.7MiB / 1GiB       82.59%    266kB / 231kB     0B / 1.63MB     63 | Load Average:  3.61, 3.27, 2.68 | Process Count: 310 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.269/1.513/1.801/0.182 Avg:ms Max:
2024-05-06 18:23:47 CPU Usage: 70.3% | Memory Usage: 24.50% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.84%     220.3MiB / 1GiB       21.52%    36.6MB / 45.6MB   0B / 3.85MB     39
893a597ee7e4   tripmanagementquery   1.90%     266.2MiB / 1GiB       25.99%    17MB / 6.51MB     0B / 4.28MB     59
a590ec851b1e   calculationservice    0.46%     7.48MiB / 1GiB        0.73%     17.7MB / 22.8MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     61.72%    325.4MiB / 1GiB       31.77%    4.82GB / 55.6MB   0B / 56.3MB     53
542de0862de7   gmapsadapter          0.32%     70.53MiB / 1GiB       6.89%     13.8MB / 9.3MB    0B / 16.4kB     22
80cf21d912f2   notificationservice   0.15%     11.21MiB / 1GiB       1.09%     5.95MB / 1.21MB   0B / 0B         6
9bc901cb6181   userservice           0.10%     1.471GiB / 2GiB       73.53%    89.2kB / 84.1kB   0B / 3.54MB     40
4b76beba0bca   logstash              1.15%     546.9MiB / 31.34GiB   1.70%     11.5kB / 2.6kB    0B / 1.66MB     41
9d48986e2e38   kibana                3.82%     478.4MiB / 1GiB       46.72%    3.22MB / 10.2MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.31%     623.8MiB / 2GiB       30.46%    7.74MB / 354kB    0B / 3.42MB     18
8e05f3f7005f   elasticsearch         2.60%     1.427GiB / 2GiB       71.35%    10.2MB / 3.12MB   0B / 7.55MB     88
8c8b2a42cbcb   mongo                 9.82%     67.72MiB / 1GiB       6.61%     42.7MB / 4.81GB   41kB / 51.8MB   23
7cac5634af4e   rabbitmq              60.39%    101.3MiB / 512MiB     19.78%    36.3MB / 34.4MB   0B / 3.34MB     41
0d83340eb2a1   mysqlserver           0.05%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.78%     845.7MiB / 1GiB       82.59%    268kB / 233kB     0B / 1.63MB     63 | Load Average:  3.43, 3.24, 2.68 | Process Count: 310 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.821/2.002/2.474/0.240 Avg:ms Max:
2024-05-06 18:23:55 CPU Usage: 78.4% | Memory Usage: 24.46% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.85%     220.3MiB / 1GiB       21.52%    36.7MB / 45.6MB   0B / 3.86MB     39
893a597ee7e4   tripmanagementquery   1.59%     266.2MiB / 1GiB       25.99%    17.1MB / 6.52MB   0B / 4.29MB     59
a590ec851b1e   calculationservice    0.44%     7.68MiB / 1GiB        0.75%     17.8MB / 22.8MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     68.29%    325.4MiB / 1GiB       31.78%    4.93GB / 56.1MB   0B / 56.3MB     53
542de0862de7   gmapsadapter          0.30%     70.51MiB / 1GiB       6.89%     13.8MB / 9.32MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.17%     11.21MiB / 1GiB       1.09%     5.97MB / 1.21MB   0B / 0B         6
9bc901cb6181   userservice           0.13%     1.471GiB / 2GiB       73.53%    89.2kB / 84.1kB   0B / 3.56MB     40
4b76beba0bca   logstash              0.46%     548.1MiB / 31.34GiB   1.71%     11.5kB / 2.6kB    0B / 1.68MB     41
9d48986e2e38   kibana                2.48%     478.4MiB / 1GiB       46.72%    3.22MB / 10.3MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.27%     624.6MiB / 2GiB       30.50%    7.8MB / 358kB     0B / 3.44MB     18
8e05f3f7005f   elasticsearch         0.29%     1.427GiB / 2GiB       71.35%    10.2MB / 3.13MB   0B / 7.58MB     88
8c8b2a42cbcb   mongo                 10.49%    67.67MiB / 1GiB       6.61%     43.1MB / 4.93GB   41kB / 52.1MB   23
7cac5634af4e   rabbitmq              2.23%     100.4MiB / 512MiB     19.62%    36.4MB / 34.5MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.42%     845.7MiB / 1GiB       82.59%    268kB / 233kB     0B / 1.63MB     63 | Load Average:  3.79, 3.32, 2.71 | Process Count: 310 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.451/1.770/2.111/0.228 Avg:ms Max:
2024-05-06 18:24:03 CPU Usage: 75% | Memory Usage: 24.51% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.86%     220.3MiB / 1GiB       21.52%    36.7MB / 45.7MB   0B / 3.9MB      39
893a597ee7e4   tripmanagementquery   1.58%     266.2MiB / 1GiB       26.00%    17.1MB / 6.54MB   0B / 4.33MB     59
a590ec851b1e   calculationservice    0.46%     7.73MiB / 1GiB        0.75%     17.8MB / 22.9MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     67.96%    325.6MiB / 1GiB       31.80%    5.05GB / 56.6MB   0B / 56.3MB     53
542de0862de7   gmapsadapter          0.31%     70.48MiB / 1GiB       6.88%     13.8MB / 9.34MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.14%     11.21MiB / 1GiB       1.09%     5.99MB / 1.21MB   0B / 0B         6
9bc901cb6181   userservice           0.19%     1.471GiB / 2GiB       73.53%    89.2kB / 84.1kB   0B / 3.57MB     40
4b76beba0bca   logstash              0.68%     549.2MiB / 31.34GiB   1.71%     11.5kB / 2.6kB    0B / 1.68MB     41
9d48986e2e38   kibana                3.39%     478.4MiB / 1GiB       46.72%    3.24MB / 10.3MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.28%     625.3MiB / 2GiB       30.53%    7.87MB / 362kB    0B / 3.44MB     18
8e05f3f7005f   elasticsearch         1.68%     1.427GiB / 2GiB       71.35%    10.3MB / 3.15MB   0B / 7.64MB     88
8c8b2a42cbcb   mongo                 11.54%    67.81MiB / 1GiB       6.62%     43.6MB / 5.04GB   41kB / 52.4MB   23
7cac5634af4e   rabbitmq              2.62%     100.9MiB / 512MiB     19.71%    36.5MB / 34.6MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.06%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      1.23%     845.7MiB / 1GiB       82.59%    270kB / 234kB     0B / 1.65MB     63 | Load Average:  3.36, 3.25, 2.69 | Process Count: 310 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.653/1.753/1.887/0.077 Avg:ms Max:
2024-05-06 18:24:11 CPU Usage: 78.8% | Memory Usage: 24.52% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.87%     220.3MiB / 1GiB       21.52%    36.8MB / 45.8MB   0B / 3.91MB     39
893a597ee7e4   tripmanagementquery   1.84%     266.2MiB / 1GiB       26.00%    17.2MB / 6.55MB   0B / 4.34MB     59
a590ec851b1e   calculationservice    0.44%     7.734MiB / 1GiB       0.76%     17.9MB / 23MB     0B / 0B         6
ee7d2be91e49   tripmanagementcmd     65.18%    325.7MiB / 1GiB       31.81%    5.17GB / 57.1MB   0B / 56.3MB     53
542de0862de7   gmapsadapter          0.33%     70.64MiB / 1GiB       6.90%     13.8MB / 9.36MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.16%     11.21MiB / 1GiB       1.09%     6.01MB / 1.22MB   0B / 0B         6
9bc901cb6181   userservice           0.11%     1.471GiB / 2GiB       73.54%    89.6kB / 85.1kB   0B / 3.59MB     40
4b76beba0bca   logstash              0.49%     550.4MiB / 31.34GiB   1.71%     11.5kB / 2.6kB    0B / 1.68MB     41
9d48986e2e38   kibana                2.82%     478.4MiB / 1GiB       46.72%    3.25MB / 10.4MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.26%     626.1MiB / 2GiB       30.57%    7.93MB / 366kB    0B / 3.44MB     18
8e05f3f7005f   elasticsearch         0.50%     1.427GiB / 2GiB       71.35%    10.4MB / 3.16MB   0B / 7.64MB     88
8c8b2a42cbcb   mongo                 11.17%    67.75MiB / 1GiB       6.62%     44MB / 5.16GB     41kB / 52.6MB   23
7cac5634af4e   rabbitmq              3.38%     101.1MiB / 512MiB     19.75%    36.6MB / 34.7MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.58%     845.7MiB / 1GiB       82.59%    271kB / 236kB     0B / 1.65MB     63 | Load Average:  3.41, 3.26, 2.70 | Process Count: 310 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.511/1.822/2.084/0.225 Avg:ms Max:
2024-05-06 18:24:19 CPU Usage: 63.6% | Memory Usage: 24.47% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           1.01%     220.3MiB / 1GiB       21.52%    36.8MB / 45.9MB   0B / 3.94MB     39
893a597ee7e4   tripmanagementquery   1.60%     266.2MiB / 1GiB       26.00%    17.2MB / 6.57MB   0B / 4.37MB     59
a590ec851b1e   calculationservice    0.42%     7.727MiB / 1GiB       0.75%     18MB / 23.1MB     0B / 0B         6
ee7d2be91e49   tripmanagementcmd     69.91%    329MiB / 1GiB         32.13%    5.28GB / 57.7MB   0B / 56.3MB     53
542de0862de7   gmapsadapter          0.30%     70.63MiB / 1GiB       6.90%     13.9MB / 9.38MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.51%     11.21MiB / 1GiB       1.09%     6.03MB / 1.22MB   0B / 0B         6
9bc901cb6181   userservice           0.11%     1.471GiB / 2GiB       73.54%    89.6kB / 85.1kB   0B / 3.6MB      40
4b76beba0bca   logstash              1.06%     551.7MiB / 31.34GiB   1.72%     11.5kB / 2.6kB    0B / 1.68MB     41
9d48986e2e38   kibana                3.06%     478.4MiB / 1GiB       46.72%    3.25MB / 10.4MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.29%     626.8MiB / 2GiB       30.61%    7.99MB / 370kB    0B / 3.44MB     18
8e05f3f7005f   elasticsearch         0.56%     1.427GiB / 2GiB       71.36%    10.4MB / 3.16MB   0B / 7.64MB     88
8c8b2a42cbcb   mongo                 10.91%    67.79MiB / 1GiB       6.62%     44.5MB / 5.28GB   41kB / 52.9MB   23
7cac5634af4e   rabbitmq              1.98%     101.1MiB / 512MiB     19.75%    36.7MB / 34.8MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.06%     177.3MiB / 1GiB       17.32%    49.9kB / 50.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.54%     845.7MiB / 1GiB       82.59%    274kB / 237kB     0B / 1.65MB     63 | Load Average:  3.19, 3.22, 2.69 | Process Count: 310 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.742/1.935/2.292/0.207 Avg:ms Max:
2024-05-06 18:24:27 CPU Usage: 100% | Memory Usage: 24.56% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.96%     220.3MiB / 1GiB       21.52%    36.9MB / 45.9MB   0B / 3.96MB     39
893a597ee7e4   tripmanagementquery   1.73%     266.2MiB / 1GiB       26.00%    17.3MB / 6.58MB   0B / 4.39MB     59
a590ec851b1e   calculationservice    0.48%     7.727MiB / 1GiB       0.75%     18MB / 23.1MB     0B / 0B         6
ee7d2be91e49   tripmanagementcmd     69.20%    326.9MiB / 1GiB       31.92%    5.4GB / 58.2MB    0B / 56.4MB     53
542de0862de7   gmapsadapter          0.32%     70.55MiB / 1GiB       6.89%     13.9MB / 9.4MB    0B / 16.4kB     22
80cf21d912f2   notificationservice   0.18%     11.21MiB / 1GiB       1.09%     6.05MB / 1.22MB   0B / 0B         6
9bc901cb6181   userservice           0.94%     1.471GiB / 2GiB       73.54%    89.6kB / 85.1kB   0B / 3.62MB     40
