2024-05-06 18:09:42 CPU Usage: 20.6% | Memory Usage: 22.79% | I/O Usage (read write): 3.38 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O      PIDS
8e05f3f7005f   elasticsearch         0.29%     1.434GiB / 2GiB       71.69%    15.4MB / 4.08MB   0B / 10.5MB     88
8c8b2a42cbcb   mongo                 8.15%     71.36MiB / 1GiB       6.97%     86.2MB / 17.4GB   41kB / 75.1MB   23
7cac5634af4e   rabbitmq              1.37%     102.7MiB / 512MiB     20.05%    44.5MB / 43.4MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.06%     177.5MiB / 1GiB       17.34%    89.3kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.52%     848MiB / 1GiB         82.82%    408kB / 346kB     0B / 2.89MB     63 | Load Average:  1.82, 2.36, 2.59 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.654/1.873/2.086/0.169 Avg:ms Max:
2024-05-06 18:36:33 CPU Usage: 70.6% | Memory Usage: 25.36% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.75%     220.4MiB / 1GiB       21.52%    40.4MB / 51.7MB   0B / 6.29MB     39
893a597ee7e4   tripmanagementquery   0.73%     266.6MiB / 1GiB       26.03%    20.9MB / 7.6MB    0B / 6.62MB     59
a590ec851b1e   calculationservice    0.23%     7.688MiB / 1GiB       0.75%     22.5MB / 28.1MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     66.56%    342.4MiB / 1GiB       33.44%    17.6GB / 106MB    0B / 68.4MB     53
542de0862de7   gmapsadapter          0.14%     70.53MiB / 1GiB       6.89%     15.6MB / 11MB     0B / 16.4kB     22
80cf21d912f2   notificationservice   0.06%     11.33MiB / 1GiB       1.11%     7.41MB / 1.46MB   0B / 0B         6
9bc901cb6181   userservice           0.13%     1.514GiB / 2GiB       75.72%    151kB / 147kB     0B / 5.1MB      40
4b76beba0bca   logstash              0.76%     658.9MiB / 31.34GiB   2.05%     12.2kB / 2.6kB    0B / 2.06MB     40
9d48986e2e38   kibana                4.97%     480.6MiB / 1GiB       46.94%    4.22MB / 15.5MB   0B / 8.19kB     12
169fc0d27e17   monitor               3.12%     730MiB / 2GiB         35.65%    12.6MB / 734kB    0B / 5.31MB     18
8e05f3f7005f   elasticsearch         9.01%     1.434GiB / 2GiB       71.69%    15.5MB / 4.1MB    0B / 10.5MB     89
8c8b2a42cbcb   mongo                 6.46%     71.54MiB / 1GiB       6.99%     86.7MB / 17.6GB   41kB / 75.3MB   23
7cac5634af4e   rabbitmq              50.47%    102.8MiB / 512MiB     20.07%    44.6MB / 43.4MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.06%     177.5MiB / 1GiB       17.34%    89.3kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      4.31%     848.1MiB / 1GiB       82.82%    410kB / 346kB     0B / 2.89MB     63 | Load Average:  1.77, 2.33, 2.58 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.482/1.761/2.115/0.221 Avg:ms Max:
2024-05-06 18:36:41 CPU Usage: 64.7% | Memory Usage: 25.37% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.62%     220.4MiB / 1GiB       21.52%    40.4MB / 51.7MB   0B / 6.32MB     39
893a597ee7e4   tripmanagementquery   0.78%     266.6MiB / 1GiB       26.03%    21MB / 7.61MB     0B / 6.65MB     59
a590ec851b1e   calculationservice    0.35%     7.707MiB / 1GiB       0.75%     22.5MB / 28.2MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     79.93%    342.5MiB / 1GiB       33.45%    17.7GB / 106MB    0B / 68.4MB     53
542de0862de7   gmapsadapter          0.18%     71.31MiB / 1GiB       6.96%     15.6MB / 11MB     0B / 16.4kB     22
80cf21d912f2   notificationservice   0.10%     11.33MiB / 1GiB       1.11%     7.42MB / 1.46MB   0B / 0B         6
9bc901cb6181   userservice           0.11%     1.514GiB / 2GiB       75.72%    151kB / 148kB     0B / 5.12MB     40
4b76beba0bca   logstash              0.47%     660.1MiB / 31.34GiB   2.06%     12.2kB / 2.6kB    0B / 2.06MB     40
9d48986e2e38   kibana                3.42%     480.6MiB / 1GiB       46.94%    4.22MB / 15.6MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.24%     730MiB / 2GiB         35.65%    12.7MB / 738kB    0B / 5.31MB     18
8e05f3f7005f   elasticsearch         0.58%     1.434GiB / 2GiB       71.69%    15.5MB / 4.1MB    0B / 10.6MB     89
8c8b2a42cbcb   mongo                 9.22%     71.38MiB / 1GiB       6.97%     87.2MB / 17.7GB   41kB / 75.4MB   23
7cac5634af4e   rabbitmq              2.26%     102.9MiB / 512MiB     20.09%    44.7MB / 43.5MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.06%     177.5MiB / 1GiB       17.34%    89.3kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.43%     848.1MiB / 1GiB       82.83%    412kB / 349kB     0B / 2.89MB     63 | Load Average:  1.71, 2.31, 2.57 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.683/1.830/2.089/0.156 Avg:ms Max:
2024-05-06 18:36:49 CPU Usage: 54.8% | Memory Usage: 25.37% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.99%     220.4MiB / 1GiB       21.52%    40.4MB / 51.8MB   0B / 6.34MB     39
893a597ee7e4   tripmanagementquery   0.70%     266.6MiB / 1GiB       26.03%    21MB / 7.62MB     0B / 6.66MB     59
a590ec851b1e   calculationservice    0.37%     7.707MiB / 1GiB       0.75%     22.6MB / 28.2MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     75.30%    342.6MiB / 1GiB       33.45%    17.9GB / 107MB    0B / 68.8MB     53
542de0862de7   gmapsadapter          0.24%     71.03MiB / 1GiB       6.94%     15.6MB / 11MB     0B / 16.4kB     22
80cf21d912f2   notificationservice   0.11%     11.33MiB / 1GiB       1.11%     7.44MB / 1.46MB   0B / 0B         6
9bc901cb6181   userservice           0.09%     1.514GiB / 2GiB       75.72%    151kB / 148kB     0B / 5.14MB     40
4b76beba0bca   logstash              0.54%     661.1MiB / 31.34GiB   2.06%     12.2kB / 2.6kB    0B / 2.08MB     40
9d48986e2e38   kibana                3.08%     480.6MiB / 1GiB       46.94%    4.23MB / 15.6MB   0B / 8.19kB     12
169fc0d27e17   monitor               1.54%     729.8MiB / 2GiB       35.63%    12.7MB / 742kB    0B / 5.33MB     18
8e05f3f7005f   elasticsearch         0.48%     1.434GiB / 2GiB       71.69%    15.6MB / 4.11MB   0B / 10.6MB     89
8c8b2a42cbcb   mongo                 10.44%    71.42MiB / 1GiB       6.97%     87.6MB / 17.9GB   41kB / 75.6MB   23
7cac5634af4e   rabbitmq              1.35%     102.9MiB / 512MiB     20.11%    44.7MB / 43.6MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.06%     177.5MiB / 1GiB       17.34%    89.3kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.44%     848.2MiB / 1GiB       82.83%    414kB / 350kB     0B / 2.89MB     63 | Load Average:  1.76, 2.30, 2.57 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.311/1.768/2.064/0.271 Avg:ms Max:
2024-05-06 18:36:57 CPU Usage: 61.1% | Memory Usage: 25.38% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.55%     220.4MiB / 1GiB       21.52%    40.5MB / 51.8MB   0B / 6.37MB     39
893a597ee7e4   tripmanagementquery   0.73%     266.6MiB / 1GiB       26.03%    21MB / 7.63MB     0B / 6.69MB     59
a590ec851b1e   calculationservice    0.25%     7.691MiB / 1GiB       0.75%     22.6MB / 28.3MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     79.80%    342.5MiB / 1GiB       33.45%    18GB / 108MB      0B / 68.8MB     53
542de0862de7   gmapsadapter          0.17%     70.71MiB / 1GiB       6.91%     15.6MB / 11MB     0B / 16.4kB     22
80cf21d912f2   notificationservice   0.08%     11.33MiB / 1GiB       1.11%     7.45MB / 1.46MB   0B / 0B         6
9bc901cb6181   userservice           0.09%     1.514GiB / 2GiB       75.72%    151kB / 148kB     0B / 5.15MB     40
4b76beba0bca   logstash              0.70%     662.3MiB / 31.34GiB   2.06%     12.2kB / 2.6kB    0B / 2.08MB     40
9d48986e2e38   kibana                3.56%     480.6MiB / 1GiB       46.94%    4.25MB / 15.7MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.20%     729.8MiB / 2GiB       35.63%    12.8MB / 746kB    0B / 5.33MB     18
8e05f3f7005f   elasticsearch         1.71%     1.434GiB / 2GiB       71.69%    15.7MB / 4.13MB   0B / 10.6MB     89
8c8b2a42cbcb   mongo                 8.19%     71.61MiB / 1GiB       6.99%     88.1MB / 18GB     41kB / 75.8MB   23
7cac5634af4e   rabbitmq              2.39%     101.1MiB / 512MiB     19.74%    44.8MB / 43.7MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.06%     177.5MiB / 1GiB       17.34%    89.3kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.67%     848.2MiB / 1GiB       82.83%    414kB / 350kB     0B / 2.91MB     63 | Load Average:  1.70, 2.27, 2.56 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.472/1.901/2.146/0.227 Avg:ms Max:
2024-05-06 18:37:05 CPU Usage: 58.8% | Memory Usage: 25.38% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
58a77735eccd   edgeservice           0.59%     220.4MiB / 1GiB       21.52%    40.5MB / 51.9MB   0B / 6.39MB   39
893a597ee7e4   tripmanagementquery   0.74%     266.6MiB / 1GiB       26.03%    21.1MB / 7.63MB   0B / 6.71MB   59
a590ec851b1e   calculationservice    0.29%     7.703MiB / 1GiB       0.75%     22.6MB / 28.3MB   0B / 0B       6
ee7d2be91e49   tripmanagementcmd     75.77%    342.5MiB / 1GiB       33.45%    18.2GB / 108MB    0B / 68.8MB   53
542de0862de7   gmapsadapter          0.21%     71.36MiB / 1GiB       6.97%     15.6MB / 11MB     0B / 16.4kB   22
80cf21d912f2   notificationservice   0.09%     11.33MiB / 1GiB       1.11%     7.46MB / 1.46MB   0B / 0B       6
9bc901cb6181   userservice           0.10%     1.514GiB / 2GiB       75.72%    152kB / 149kB     0B / 5.17MB   40
4b76beba0bca   logstash              0.91%     663.6MiB / 31.34GiB   2.07%     12.2kB / 2.6kB    0B / 2.08MB   40
9d48986e2e38   kibana                2.86%     480.6MiB / 1GiB       46.94%    4.25MB / 15.7MB   0B / 8.19kB   12
169fc0d27e17   monitor               0.23%     729.8MiB / 2GiB       35.63%    12.8MB / 750kB    0B / 5.33MB   18
8e05f3f7005f   elasticsearch         0.96%     1.434GiB / 2GiB       71.69%    15.7MB / 4.13MB   0B / 10.6MB   89
8c8b2a42cbcb   mongo                 8.78%     71.68MiB / 1GiB       7.00%     88.6MB / 18.2GB   41kB / 76MB   23
7cac5634af4e   rabbitmq              12.92%    101.9MiB / 512MiB     19.91%    44.9MB / 43.7MB   0B / 3.34MB   41
0d83340eb2a1   mysqlserver           0.06%     177.5MiB / 1GiB       17.34%    89.3kB / 99.3kB   0B / 13.1MB   37
bad4d64f3501   discoveryservice      7.56%     848.9MiB / 1GiB       82.90%    416kB / 351kB     0B / 2.91MB   63 | Load Average:  1.59, 2.23, 2.54 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.622/1.724/1.914/0.100 Avg:ms Max:
2024-05-06 18:37:12 CPU Usage: 57.6% | Memory Usage: 25.38% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.59%     220.4MiB / 1GiB       21.52%    40.5MB / 52MB     0B / 6.42MB     39
893a597ee7e4   tripmanagementquery   1.06%     266.6MiB / 1GiB       26.03%    21.1MB / 7.65MB   0B / 6.73MB     59
a590ec851b1e   calculationservice    0.30%     7.352MiB / 1GiB       0.72%     22.7MB / 28.4MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     78.39%    342.7MiB / 1GiB       33.47%    18.3GB / 109MB    0B / 68.8MB     53
542de0862de7   gmapsadapter          0.27%     71.17MiB / 1GiB       6.95%     15.7MB / 11MB     0B / 16.4kB     22
80cf21d912f2   notificationservice   0.09%     11.33MiB / 1GiB       1.11%     7.47MB / 1.47MB   0B / 0B         6
9bc901cb6181   userservice           0.11%     1.514GiB / 2GiB       75.72%    152kB / 149kB     0B / 5.18MB     40
4b76beba0bca   logstash              1.22%     664.6MiB / 31.34GiB   2.07%     12.2kB / 2.6kB    0B / 2.1MB      40
9d48986e2e38   kibana                9.00%     480.7MiB / 1GiB       46.94%    4.27MB / 15.8MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.22%     729.8MiB / 2GiB       35.63%    12.9MB / 754kB    0B / 5.33MB     18
8e05f3f7005f   elasticsearch         19.08%    1.434GiB / 2GiB       71.71%    15.8MB / 4.15MB   0B / 10.7MB     89
8c8b2a42cbcb   mongo                 10.47%    71.82MiB / 1GiB       7.01%     89.1MB / 18.3GB   41kB / 76.2MB   23
7cac5634af4e   rabbitmq              2.41%     102.1MiB / 512MiB     19.94%    45MB / 43.8MB     0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.07%     177.5MiB / 1GiB       17.34%    89.3kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.69%     848.7MiB / 1GiB       82.88%    418kB / 354kB     0B / 2.91MB     63 | Load Average:  1.50, 2.19, 2.52 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.371/1.668/2.035/0.243 Avg:ms Max:
2024-05-06 18:37:20 CPU Usage: 62.9% | Memory Usage: 25.41% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.54%     220.4MiB / 1GiB       21.52%    40.6MB / 52MB     0B / 6.43MB     39
893a597ee7e4   tripmanagementquery   0.77%     266.6MiB / 1GiB       26.03%    21.1MB / 7.66MB   0B / 6.76MB     59
a590ec851b1e   calculationservice    0.32%     7.367MiB / 1GiB       0.72%     22.7MB / 28.4MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     83.62%    342.6MiB / 1GiB       33.46%    18.5GB / 109MB    0B / 68.9MB     53
542de0862de7   gmapsadapter          0.21%     70.86MiB / 1GiB       6.92%     15.7MB / 11.1MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.11%     11.33MiB / 1GiB       1.11%     7.49MB / 1.47MB   0B / 0B         6
9bc901cb6181   userservice           0.13%     1.514GiB / 2GiB       75.72%    152kB / 149kB     0B / 5.2MB      40
4b76beba0bca   logstash              0.45%     665.8MiB / 31.34GiB   2.07%     12.2kB / 2.6kB    0B / 2.1MB      40
9d48986e2e38   kibana                3.21%     480.7MiB / 1GiB       46.94%    4.28MB / 15.8MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.23%     729.3MiB / 2GiB       35.61%    12.9MB / 758kB    0B / 5.35MB     18
8e05f3f7005f   elasticsearch         0.52%     1.434GiB / 2GiB       71.71%    15.8MB / 4.16MB   0B / 10.7MB     89
8c8b2a42cbcb   mongo                 8.83%     71.55MiB / 1GiB       6.99%     89.6MB / 18.5GB   41kB / 76.4MB   23
7cac5634af4e   rabbitmq              1.18%     102.2MiB / 512MiB     19.96%    45MB / 43.9MB     0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.5MiB / 1GiB       17.34%    89.3kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.44%     848.5MiB / 1GiB       82.86%    420kB / 355kB     0B / 2.91MB     63 | Load Average:  1.46, 2.17, 2.52 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.680/1.899/2.188/0.194 Avg:ms Max:
2024-05-06 18:37:28 CPU Usage: 57.6% | Memory Usage: 25.39% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.56%     220.4MiB / 1GiB       21.52%    40.6MB / 52.1MB   0B / 6.47MB     39
893a597ee7e4   tripmanagementquery   0.82%     266.6MiB / 1GiB       26.03%    21.2MB / 7.66MB   0B / 6.77MB     59
a590ec851b1e   calculationservice    0.27%     7.367MiB / 1GiB       0.72%     22.8MB / 28.5MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     81.50%    345.3MiB / 1GiB       33.72%    18.6GB / 110MB    0B / 69MB       53
542de0862de7   gmapsadapter          0.20%     70.53MiB / 1GiB       6.89%     15.7MB / 11.1MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.08%     11.33MiB / 1GiB       1.11%     7.5MB / 1.47MB    0B / 0B         6
9bc901cb6181   userservice           0.10%     1.514GiB / 2GiB       75.72%    152kB / 149kB     0B / 5.21MB     40
4b76beba0bca   logstash              0.45%     666.8MiB / 31.34GiB   2.08%     12.2kB / 2.6kB    0B / 2.1MB      40
9d48986e2e38   kibana                2.85%     480.7MiB / 1GiB       46.94%    4.29MB / 15.9MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.23%     729.3MiB / 2GiB       35.61%    12.9MB / 762kB    0B / 5.35MB     18
8e05f3f7005f   elasticsearch         0.95%     1.434GiB / 2GiB       71.71%    15.9MB / 4.17MB   0B / 10.7MB     89
8c8b2a42cbcb   mongo                 8.92%     71.64MiB / 1GiB       7.00%     90MB / 18.6GB     41kB / 76.8MB   23
7cac5634af4e   rabbitmq              2.51%     102.4MiB / 512MiB     20.00%    45.1MB / 44MB     0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.5MiB / 1GiB       17.34%    89.3kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.56%     848.5MiB / 1GiB       82.86%    420kB / 355kB     0B / 2.93MB     63 | Load Average:  1.39, 2.13, 2.50 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.734/1.833/2.004/0.105 Avg:ms Max:
2024-05-06 18:37:36 CPU Usage: 60% | Memory Usage: 25.38% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT   MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.60%     220.4MiB / 1GiB     21.52%    40.6MB / 52.1MB   0B / 6.5MB      39
893a597ee7e4   tripmanagementquery   0.81%     266.6MiB / 1GiB     26.03%    21.2MB / 7.67MB   0B / 6.8MB      59
a590ec851b1e   calculationservice    0.36%     7.352MiB / 1GiB     0.72%     22.8MB / 28.5MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     75.32%    342.7MiB / 1GiB     33.46%    18.8GB / 110MB    0B / 69.1MB     53
542de0862de7   gmapsadapter          0.84%     71.27MiB / 1GiB     6.96%     15.7MB / 11.1MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.11%     11.33MiB / 1GiB     1.11%     7.51MB / 1.47MB   0B / 0B         6
9bc901cb6181   userservice           0.14%     1.514GiB / 2GiB     75.72%    152kB / 150kB     0B / 5.23MB     40
4b76beba0bca   logstash              0.89%     668MiB / 31.34GiB   2.08%     12.2kB / 2.6kB    0B / 2.1MB      40
9d48986e2e38   kibana                5.45%     480.7MiB / 1GiB     46.94%    4.31MB / 16MB     0B / 8.19kB     12
169fc0d27e17   monitor               0.22%     728.7MiB / 2GiB     35.58%    13MB / 765kB      0B / 5.35MB     18
8e05f3f7005f   elasticsearch         11.54%    1.434GiB / 2GiB     71.72%    15.9MB / 4.18MB   0B / 10.9MB     88
8c8b2a42cbcb   mongo                 8.92%     71.79MiB / 1GiB     7.01%     90.5MB / 18.8GB   41kB / 76.9MB   23
7cac5634af4e   rabbitmq              2.22%     102.6MiB / 512MiB   20.04%    45.2MB / 44.1MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.05%     177.5MiB / 1GiB     17.34%    89.3kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      1.73%     848.6MiB / 1GiB     82.87%    423kB / 358kB     0B / 2.93MB     63 | Load Average:  1.44, 2.13, 2.50 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.635/1.796/1.958/0.114 Avg:ms Max:
2024-05-06 18:37:44 CPU Usage: 94.4% | Memory Usage: 25.40% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.76%     220.4MiB / 1GiB       21.52%    40.7MB / 52.2MB   0B / 6.52MB     39
893a597ee7e4   tripmanagementquery   0.98%     266.6MiB / 1GiB       26.03%    21.2MB / 7.68MB   0B / 6.82MB     59
a590ec851b1e   calculationservice    0.33%     7.352MiB / 1GiB       0.72%     22.8MB / 28.6MB   0B / 0B         6
ee7d2be91e49   tripmanagementcmd     78.26%    342.8MiB / 1GiB       33.48%    18.9GB / 111MB    0B / 69.2MB     53
542de0862de7   gmapsadapter          0.27%     70.99MiB / 1GiB       6.93%     15.7MB / 11.1MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.13%     11.33MiB / 1GiB       1.11%     7.52MB / 1.47MB   0B / 0B         6
9bc901cb6181   userservice           0.10%     1.514GiB / 2GiB       75.72%    152kB / 150kB     0B / 5.23MB     40
4b76beba0bca   logstash              0.47%     669.1MiB / 31.34GiB   2.08%     12.2kB / 2.6kB    0B / 2.11MB     40
9d48986e2e38   kibana                3.57%     480.7MiB / 1GiB       46.94%    4.31MB / 16MB     0B / 8.19kB     12
169fc0d27e17   monitor               0.25%     728.7MiB / 2GiB       35.58%    13MB / 769kB      0B / 5.35MB     18
8e05f3f7005f   elasticsearch         0.56%     1.434GiB / 2GiB       71.72%    16MB / 4.19MB     0B / 10.9MB     88
8c8b2a42cbcb   mongo                 10.97%    71.94MiB / 1GiB       7.03%     91MB / 18.9GB     41kB / 77.1MB   23
7cac5634af4e   rabbitmq              2.80%     102.7MiB / 512MiB     20.05%    45.2MB / 44.1MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.06%     177.5MiB / 1GiB       17.34%    89.4kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      1.10%     848.6MiB / 1GiB       82.87%    424kB / 359kB     0B / 2.93MB     63 | Load Average:  1.37, 2.09, 2.48 | Process Count: 312 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.592/1.865/2.201/0.227 Avg:ms Max:
2024-05-06 18:37:52 CPU Usage: 63.9% | Memory Usage: 25.43% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.60%     220.4MiB / 1GiB       21.52%    40.7MB / 52.2MB   0B / 6.55MB     39
893a597ee7e4   tripmanagementquery   0.89%     266.6MiB / 1GiB       26.03%    21.3MB / 7.69MB   0B / 6.85MB     59
a590ec851b1e   calculationservice    0.53%     7.406MiB / 1GiB       0.72%     22.9MB / 28.6MB   0B / 0B         7
ee7d2be91e49   tripmanagementcmd     84.78%    342.8MiB / 1GiB       33.47%    19.1GB / 111MB    0B / 69.4MB     53
542de0862de7   gmapsadapter          0.20%     70.64MiB / 1GiB       6.90%     15.7MB / 11.1MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.09%     11.33MiB / 1GiB       1.11%     7.54MB / 1.48MB   0B / 0B         6
9bc901cb6181   userservice           0.11%     1.514GiB / 2GiB       75.72%    152kB / 150kB     0B / 5.25MB     40
4b76beba0bca   logstash              0.89%     670.4MiB / 31.34GiB   2.09%     12.2kB / 2.6kB    0B / 2.11MB     40
9d48986e2e38   kibana                3.04%     480.7MiB / 1GiB       46.94%    4.32MB / 16.1MB   0B / 8.19kB     12
169fc0d27e17   monitor               0.24%     728.7MiB / 2GiB       35.58%    13.1MB / 773kB    0B / 5.37MB     18
8e05f3f7005f   elasticsearch         1.10%     1.434GiB / 2GiB       71.72%    16MB / 4.2MB      0B / 11MB       88
8c8b2a42cbcb   mongo                 9.97%     71.85MiB / 1GiB       7.02%     91.5MB / 19.1GB   41kB / 77.3MB   23
7cac5634af4e   rabbitmq              2.81%     102.7MiB / 512MiB     20.05%    45.3MB / 44.2MB   0B / 3.34MB     40
0d83340eb2a1   mysqlserver           0.06%     177.5MiB / 1GiB       17.34%    89.4kB / 99.3kB   0B / 13.1MB     37
bad4d64f3501   discoveryservice      0.54%     848.6MiB / 1GiB       82.87%    425kB / 359kB     0B / 2.93MB     63 | Load Average:  1.34, 2.07, 2.47 | Process Count: 311 | Network Usage:  | Disk I/O Latency: Read:3.39 Write:8.90 | Network Latency: Min:1.832/2.048/2.189/0.125 Avg:ms Max:
2024-05-06 18:38:00 CPU Usage: 61.8% | Memory Usage: 25.42% | I/O Usage (read write): 3.39 8.90 | Docker Stats: CONTAINER ID   NAME                  CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O       PIDS
58a77735eccd   edgeservice           0.58%     220.4MiB / 1GiB       21.52%    40.7MB / 52.3MB   0B / 6.57MB     39
893a597ee7e4   tripmanagementquery   0.74%     266.6MiB / 1GiB       26.03%    21.3MB / 7.7MB    0B / 6.86MB     59
a590ec851b1e   calculationservice    0.26%     7.406MiB / 1GiB       0.72%     22.9MB / 28.6MB   0B / 0B         7
ee7d2be91e49   tripmanagementcmd     66.69%    342.9MiB / 1GiB       33.49%    19.2GB / 112MB    0B / 69.4MB     53
542de0862de7   gmapsadapter          0.19%     71.25MiB / 1GiB       6.96%     15.8MB / 11.1MB   0B / 16.4kB     22
80cf21d912f2   notificationservice   0.09%     11.33MiB / 1GiB       1.11%     7.55MB / 1.48MB   0B / 0B         6
9bc901cb6181   userservice           0.12%     1.514GiB / 2GiB       75.72%    152kB / 150kB     0B / 5.27MB     40
4b76beba0bca   logstash              0.83%     671.6MiB / 31.34GiB   2.09%     12.2kB / 2.6kB    0B / 2.11MB     40
9d48986e2e38   kibana                3.61%     480.7MiB / 1GiB       46.94%    4.34MB / 16.1MB   0B / 8.19kB     12
169fc0d27e17   monitor               2.55%     728.7MiB / 2GiB       35.58%    13.1MB / 777kB    0B / 5.37MB     18
